runtime,release_date,imdb_id,original_title,genres,vote_average,budget,cast,production_companies,release_year,revenue,director
118,9/9/2006,0401445,A Good Year,Comedy|Drama|Romance,6.4,35000000,Russell Crowe|Marion Cotillard|Albert Finney|Tom Hollander|Abbie Cornish,Fox 2000 Pictures|Scott Free Productions,"2006""",42064105,Ridley Scott
95,12/26/2006,0482527,ItГўв‚¬в„ўs a Boy Girl Thing,Comedy,6.2,15500000,Kevin Zegers|Samaire Armstrong|Sherry Miller|Robert Joy|Sharon Osbourne,Prospero Pictures|Icon Entertainment International|Scion Films|Rocket Pictures|Alliance Atlantis Motion Picture Production,"2006""",7385434,Nick Hurran
83,2/17/2006,0466342,Date Movie,Comedy,3.9,20000000,Alyson Hannigan|Adam Campbell|Sophie Monk|Jennifer Coolidge|Fred Willard,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,"2006""",48548426,Aaron Seltzer|Jason Friedberg
93,8/18/2006,0384793,Accepted,Comedy,6.1,23000000,Justin Long|Jonah Hill|Blake Lively|Adam Herschman|Columbus Short,Universal Pictures|Shady Acres Entertainment,"2006""",38505009,Steve Pink
83,9/29/2006,0400717,Open Season,Adventure|Animation|Family,6.1,85000000,Martin Lawrence|Ashton Kutcher|Gary Sinise|Debra Messing|Billy Connolly,Sony Pictures Animation,"2006""",197309027,Roger Allers|Jill Culton|Anthony Stacchi
90,8/4/2006,0414853,Barnyard,Animation|Comedy|Family,5.3,51000000,Courteney Cox|Kevin James|Sam Elliott|Danny Glover|Wanda Sykes,Paramount Pictures|Nickelodeon Movies|Paramount Animation,"2006""",72779000,Steve Oedekerk
134,12/25/2006,0443489,Dreamgirls,Drama,6.5,70000000,Jamie Foxx|BeyoncГѓВ© Knowles|Eddie Murphy|Danny Glover|Jennifer Hudson,Paramount Pictures|DreamWorks SKG|Laurence Mark Productions,"2006""",154937680,Bill Condon
105,8/6/2006,0417148,Snakes on a Plane,Horror|Action|Crime|Thriller,5.2,33000000,Samuel L. Jackson|Julianna Margulies|Kenan Thompson|Nathan Phillips|Rachel Blanchard,New Line Cinema,"2006""",62022014,David R. Ellis
95,9/22/2006,0493430,Jackass Number Two,Action|Comedy|Documentary,6.4,11000000,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Ryan Dunn,Paramount Pictures,"2006""",72778712,Jeff Tremaine
139,9/28/2006,0406816,The Guardian,Action,7.0,70000000,Kevin Costner|Ashton Kutcher|Sela Ward|Melissa Sagemiller|Omari Hardwick,Contrafilm|Firm Films|Touchstone Pictures|Beacon Pictures|Eyetronics,"2006""",55011732,Andrew Davis
104,6/3/2006,0463985,The Fast and the Furious: Tokyo Drift,Action|Crime|Drama|Thriller,6.1,85000000,Lucas Black|Sung Kang|Brian Tee|Nathalie Kelley|Shad Moss,Universal Pictures,"2006""",158468292,Justin Lin
92,12/3/2006,0482546,Miss Potter,Drama|Family|Romance,6.2,30000000,Ewan McGregor|RenГѓВ©e Zellweger|Emily Watson|Barbara Flynn|Bill Paterson,BBC Films,"2006""",35078241,Chris Noonan
90,8/11/2006,0454919,Pulse,Horror|Thriller,5.1,38000000,Kristen Bell|Ian Somerhalder|Christina Milian|Rick Gonzalez|Jonathan Tucker,Dimension Films,"2006""",29907685,Jim Sonzero
116,12/8/2006,0462200,Black Snake Moan,Drama,6.3,15000000,"""""Samuel L. Jackson|Christina Ricci|Justin Timberlake|S. Epatha Merkerson|John Cothran",Paramount Classics,"2006""",10903846," Jr."""""
116,10/14/2006,0462338,The Hoax,Comedy|Drama,6.5,25000000,Richard Gere|Alfred Molina|Marcia Gay Harden|Hope Davis|Julie Delpy,Miramax Films|The Mark Gordon Company|Yari Film Group|Bob Yari Productions,"2006""",11772461,Lasse HallstrГѓВ¶m
92,10/13/2006,"
tt0419946",The Marine,Action|Adventure|Drama|Thriller,5.0,20000000,John Cena|Kelly Carlson|Robert Patrick|Abigail Bianca|Anthony Ray Parker,Twentieth Century Fox Film Corporation|Pacific Film and Television Commission|WWE Studios,2006,22165608,John Bonito
98,3/9/2006,"
tt0393735",The Shaggy Dog,Comedy|Family,4.6,50000000,Tim Allen|Kristin Davis|Danny Glover|Spencer Breslin|Robert Downey Jr.,Walt Disney Pictures|Mandeville Films|Boxing Cat Films,2006,61112916,Brian Robbins
93,7/21/2006,0457495,Stormbreaker,Adventure|Action|Family,5.0,40000000,Alex Pettyfer|Sarah Bolger|Ewan McGregor|Robbie Coltrane|Stephen Fry,"""""Isle of Man Film|Weinstein Company  The|Samuelson Productions""""","2006""",23937870,Geoffrey Sax
108,3/17/2006,0446046,Take the Lead,Music,6.4,30000000,Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz,New Line Cinema|Tiara Blu Films,"2006""",34742066,Liz Friedlander
83,8/11/2006,0383060,Zoom,Fantasy|Comedy|Family,5.1,35000000,Tim Allen|Courteney Cox|Chevy Chase|Spencer Breslin|Kevin Zegers,Columbia Pictures|Revolution Studios,"2006""",12506188,Peter Hewitt
104,3/3/2006,0429591,Aquamarine,Fantasy|Romance|Family|Comedy,5.9,12000000,Emma Roberts|Joanna 'JoJo' Levesque|Sara Paxton|Jake McDorman|Arielle Kebbel,Fox 2000 Pictures|Storefront Pictures,"2006""",23006849,Elizabeth Allen Rosenbaum
126,9/9/2006,"
tt0462504",Rescue Dawn,Adventure|Drama|War,6.6,10000000,Christian Bale|Steve Zahn|Marshall Bell|Toby Huss|Pat Healy,Metro-Goldwyn-Mayer (MGM),2006,7177143,Werner Herzog
105,3/1/2006,0450232,16 Blocks,Action|Adventure|Crime|Thriller,6.1,55000000,Bruce Willis|Mos Def|David Morse|Jenna Stern|David Zayas,Donners' Company|Cheyenne Enterprises|Alcon Entertainment|Nu Image Entertainment GmbH|Millennium Films,"2006""",65664721,Richard Donner
112,1/13/2006,0408985,Last Holiday,Adventure|Comedy|Drama,6.4,45000000,Queen Latifah|LL Cool J|Timothy Hutton|Giancarlo Esposito|Alicia Witt,Paramount Pictures,"2006""",38399961,Wayne Wang
92,12/25/2006,0465551,Notes on a Scandal,Drama|Romance,6.3,15000000,Judi Dench|Cate Blanchett|Bill Nighy|Juno Temple|Max Lewis,Fox Searchlight Pictures|Scott Rudin Productions|DNA Films|BBC Films|Ingenious Film Partners,"2006""",49469904,Richard Eyre
111,4/28/2006,0475276,United 93,Drama|History|Crime|Thriller|Action,6.6,15000000,J.J. Johnson|Polly Adams|Trish Gates|Nancy McDoniel|Opal Alladin,Universal Pictures|StudioCanal|Sidney Kimmel Entertainment|Working Title Films,"2006""",76286096,Paul Greengrass
103,9/15/2006,0436697,The Queen,Drama,6.6,15000000,Helen Mirren|Michael Sheen|James Cromwell|Sylvia Syms|Helen McCrory,BIM Distribuzione|Granada Film Productions|Scott Rudin Productions|PathГѓВ© Renn Productions|PathГѓВ© Pictures International,"2006""",123384128,Stephen Frears
108,4/19/2006,0443632,The Sentinel,Action|Thriller|Crime,5.6,60000000,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Regency Enterprises|Epsilon Motion Pictures,"2006""",77920346,Clark Johnson
108,12/8/2006,0452624,The Good German,War|Crime|Drama|Mystery|Romance,5.8,32000000,George Clooney|Cate Blanchett|Tobey Maguire|Tony Curran|Leland Orser,Warner Bros.|Section Eight Productions|Sunset Gower Studios,"2006""",5914908,Steven Soderbergh
140,9/22/2006,0454824,Flyboys,Action|Adventure|Drama|History|Romance,6.1,60000000,James Franco|Scott Hazell|Mac McDonald|Philip Winchester|Todd Boyce,Ingenious Film Partners|Electric Entertainment|Skydance Productions|Flyboys Films,"2006""",17800000,Tony Bill
122,1/6/2006,0404390,Running Scared,Action|Crime|Drama|Thriller,6.8,15000000,Paul Walker|Cameron Bright|Vera Farmiga|Chazz Palminteri|Karel Roden,International Production Company|True Grit Productions|Zero Gravity Management|Pierce/Williams Entertainment,"2006""",9500000,Wayne Kramer
111,10/20/2006,0395495,Catch and Release,Comedy|Drama|Romance,6.0,25000000,Jennifer Garner|Timothy Olyphant|Kevin Smith|Sam Jaeger|Juliette Lewis,Columbia Pictures Corporation|Relativity Media,"2006""",16158487,Susannah Grant
102,10/13/2006,0433386,The Grudge 2,Horror|Thriller,5.3,20000000,Sarah Michelle Gellar|Amber Tamblyn|Edison Chen|Arielle Kebbel|Jennifer Beals,Columbia Pictures Corporation|Ghost House Pictures|Vertigo Entertainment,"2006""",39143839,Takashi Shimizu
105,2/10/2006,0408345,Firewall,Thriller,5.4,45000000,Harrison Ford|Paul Bettany|Virginia Madsen|Carly Schroeder|Jimmy Bennett,Village Roadshow Pictures|Thunder Road Pictures|Warner Bros.|Beacon Pictures|Jon Shestack Productions,"2006""",82800000,Richard Loncraine
93,11/22/2006,0365830,Tenacious D in The Pick of Destiny,Comedy|Music,6.2,22000000,Jack Black|Kyle Gass|Ronnie James Dio|Tim Robbins|Meat Loaf,Red Hour Films,"2006""",13405595,Liam Lynch
115,10/9/2006,0483726,Man of the Year,Comedy|Drama|Romance|Thriller,5.4,20000000,Robin Williams|Christopher Walken|Laura Linney|Lewis Black|Jeff Goldblum,Universal Pictures|Morgan Creek Productions,"2006""",41237648,Barry Levinson
97,9/8/2006,0475944,The Covenant,Action|Adventure|Fantasy|Horror|Science Fiction,5.2,20000000,Steven Strait|Laura Ramsey|Jessica Lucas|Taylor Kitsch|Chace Crawford,"""""Screen Gems  Inc.""""","2006""",37597471,Renny Harlin
87,2/3/2006,0455857,When a Stranger Calls,Horror|Thriller,5.4,15000000,Camilla Belle|Katie Cassidy|Tommy Flanagan|Brian Geraghty|Clark Gregg,Davis Entertainment|Screen Gems,"2006""",66966987,Simon West
147,11/24/2006,0441048,Dhoom 2,Drama|Action|Thriller|Crime,6.5,11000000,Hrithik Roshan|Abhishek Bachchan|Aishwarya Rai Bachchan|Uday Chopra|Bipasha Basu,Yash Raj Films,"2006""",46396427,Sanjay Gadhvi
84,12/25/2006,0454082,Black Christmas,Horror|Thriller,5.3,9000000,Katie Cassidy|Michelle Trachtenberg|Kristen Cloke|Mary Elizabeth Winstead|Lacey Chabert,Dimension Films,"2006""",21510851,Glen Morgan
110,7/21/2006,0452637,Lady in the Water,Drama|Thriller|Fantasy|Mystery,5.2,75000000,Paul Giamatti|Jeffrey Wright|Bob Balaban|Sarita Choudhury|Cindy Cheung,Legendary Pictures|Warner Bros.|Blinding Edge Pictures,"2006""",42285169,M. Night Shyamalan
125,9/15/2006,0421206,Gridiron Gang,Action|Adventure|Crime|Drama,6.5,30000000,Dwayne Johnson|Xzibit|L. Scott Caldwell|Leon Rippy|Kevin Dunn,Columbia Pictures,"2006""",41480851,Phil Joanou
122,9/2/2006,0433416,The Namesake,Drama,7.0,12000000,Kal Penn|Tabu|Irrfan Khan|Sahira Nair|Jacinda Barrett,Fox Searchlight Pictures|Mirabai Films,"2006""",20138836,Mira Nair
100,9/29/2006,0462519,School for Scoundrels,Comedy|Drama|Romance,5.5,20000000,Billy Bob Thornton|Jon Heder|Jacinda Barrett|Sarah Silverman|Michael Clarke Duncan,Dimension Films,"2006""",17807569,Todd Phillips
108,1/27/2006,0417433,Annapolis,Drama,5.8,26000000,James Franco|Donnie Wahlberg|Jim Parrack|Tyrese Gibson|Jordana Brewster,Touchstone Pictures,"2006""",17496992,Justin Lin
128,5/25/2006,0444182,IndigГѓВЁnes,Drama|History|War,6.7,14500000,Jamel Debbouze|Samy Naceri|Roschdy Zem|Sami Bouajila|Bernard Blancan,Tessalit Productions,"2006""",22963701,Rachid Bouchareb
100,3/24/2006,0441796,Stay Alive,Horror|Thriller,5.3,9000000,Jon Foster|Samaire Armstrong|Frankie Muniz|Jimmi Simpson|Wendell Pierce,Spyglass Entertainment|Hollywood Pictures|Endgame Entertainment|Wonderland Sound and Vision,"2006""",27105095,William Brent Bell
85,11/10/2006,0433442,The Return,Drama|Thriller,5.2,15000000,Adam Scott|Kate Beahan|Sarah Michelle Gellar|Peter O'Brien|Sam Shepard,Rogue Pictures|Intrepid Pictures|Biscayne Pictures|Raygun Productions|Rosey Film Productions LLC,"2006""",11992014,Asif Kapadia
104,5/24/2006,0376994,X-Men: The Last Stand,Adventure|Action|Science Fiction|Thriller,6.2,210000000,Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen,20th Century Fox,"2006""",234360014,Brett Ratner
112,4/28/2006,0437800,Akeelah and the Bee,Drama,6.6,8000000,Keke Palmer|Laurence Fishburne|Angela Bassett|Curtis Armstrong|J.R. Villarreal,Lions Gate Films|2929 Productions|Out of the Blue... Entertainment|Starbucks Entertainment|Cinema Gypsy Productions,"2006""",18948425,Doug Atchison
141,5/31/2004,0304141,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|Family,7.4,130000000,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis,1492 Pictures|Warner Bros.|Heyday Films|P of A Productions Limited,"2004""",789804554,Alfonso CuarГѓВіn
136,4/16/2004,0378194,Kill Bill: Vol. 2,Action|Crime|Thriller,7.5,30000000,Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|Gordon Liu Chia-Hui,Miramax Films|A Band Apart|Super Cool ManChu,"2004""",152159461,Quentin Tarantino
108,11/10/2004,0317198,Bridget Jones: The Edge of Reason,Comedy|Romance,6.0,50000000,RenГѓВ©e Zellweger|Hugh Grant|Colin Firth|Jim Broadbent|Gemma Jones,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Atlantic Television,"2004""",40203020,Beeban Kidron
108,3/19/2004,0338013,Eternal Sunshine of the Spotless Mind,Science Fiction|Drama|Romance,7.8,20000000,Jim Carrey|Kate Winslet|Elijah Wood|Mark Ruffalo|Kirsten Dunst,Anonymous Content|This Is That Productions|Focus Features,"2004""",72258126,Michel Gondry
123,6/25/2004,0332280,The Notebook,Romance|Drama,7.5,29000000,Rachel McAdams|Ryan Gosling|Gena Rowlands|James Garner|Sam Shepard,New Line Cinema,"2004""",115603229,Nick Cassavetes
115,11/5/2004,0317705,The Incredibles,Action|Adventure|Animation|Family|Science Fiction,7.2,92000000,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Dominique Louis,Walt Disney Pictures|Pixar Animation Studios,"2004""",631442092,Brad Bird
108,7/23/2004,0372183,The Bourne Supremacy,Action|Drama|Thriller,7.1,75000000,Matt Damon|Franka Potente|Brian Cox|Julia Stiles|Karl Urban,Universal Pictures|The Kennedy/Marshall Company|Hypnotic|Motion Picture THETA Produktionsgesellschaft|Ludlum Entertainment,"2004""",288500217,Paul Greengrass
163,5/13/2004,0332452,Troy,War|Adventure|Drama,6.8,175000000,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,Plan B Entertainment|Warner Bros.|Nimar Studios|Radiant Productions|Helena Productions,"2004""",497409852,Wolfgang Petersen
131,11/19/2004,0368891,National Treasure,Adventure|Action|Thriller|Mystery,6.4,100000000,Nicolas Cage|Diane Kruger|Justin Bartha|Sean Bean|Jon Voight,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Junction Entertainment,"2004""",347451894,Jon Turteltaub
115,7/15/2004,0343818,"""""I, Robot""""",Action|Science Fiction,6.6,120000000,Will Smith|Bridget Moynahan|Alan Tudyk|James Cromwell|Bruce Greenwood,Twentieth Century Fox Film Corporation|Laurence Mark Productions|Davis Entertainment|Overbrook Entertainment|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,"2004""",347234916,Alex Proyas
99,2/13/2004,0343660,50 First Dates,Comedy|Romance,6.5,75000000,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus,Columbia Pictures Corporation|Happy Madison Productions|Anonymous Content|Flower Films (II),"2004""",196482882,Peter Segal
97,4/30/2004,0377092,Mean Girls,Comedy,6.8,17000000,Lindsay Lohan|Rachel McAdams|Tim Meadows|Ana Gasteyer|Amy Poehler,Paramount Pictures,"2004""",129042871,Mark Waters
132,5/5/2004,0338526,Van Helsing,Horror|Adventure|Action,5.9,160000000,Hugh Jackman|Kate Beckinsale|Richard Roxburgh|David Wenham|Shuler Hensley,"""""Universal Pictures|Stillking Films|Sommers Company  The""""","2004""",300257475,Stephen Sommers
122,4/2/2004,0167190,Hellboy,Fantasy|Action|Science Fiction,6.4,66000000,Ron Perlman|Selma Blair|Rupert Evans|John Hurt|Jeffrey Tambor,Revolution Studios|Dark Horse Entertainment|Lawrence Gordon Productions|Starlite Films,"2004""",99318987,Guillermo del Toro
100,11/9/2004,0338348,The Polar Express,Animation|Adventure|Family|Fantasy,6.4,165000000,Tom Hanks|Michael Jeter|Eddie Deezen|Chris Coppola|Nona Gaye,Castle Rock Entertainment|Golden Mean|Universal CGI|Shangri-La Entertainment|Playtone,"2004"";;;;;;
",305875730,Robert Zemeckis
93,5/19/2004,0298148,Shrek 2,Adventure|Animation|Comedy|Family|Fantasy,6.5,150000000,Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,"2004""",919838758,Andrew Adamson|Kelly Asbury|Conrad Vernon
113,1/22/2004,0289879,The Butterfly Effect,Science Fiction|Thriller,7.1,13000000,Ashton Kutcher|Amy Smart|William Lee Scott|Elden Henson|Melora Walters,New Line Cinema|FilmEngine|Katalyst Films|BenderSpink|Province of British Columbia Production Services Tax Credit,"2004""",96060858,Eric Bress|J. Mackye Gruber
94,9/10/2004,0318627,Resident Evil: Apocalypse,Horror|Action|Science Fiction,6.1,45000000,Milla Jovovich|Sienna Guillory|Oded Fehr|Thomas Kretschmann|Sophie Vavasseur,Impact Pictures|Constantin Film Ltd.,"2004""",129394835,Alexander Witt
125,12/9/2004,0349903,Ocean's Twelve,Thriller|Crime,6.4,110000000,George Clooney|Brad Pitt|Catherine Zeta-Jones|Julia Roberts|Andy GarcГѓВ­a,Village Roadshow Pictures|Section Eight|Jerry Weintraub Productions|Warner Bros.|WV Films III,"2004""",362744280,Steven Soderbergh
115,12/15/2004,0290002,Meet the Fockers,Comedy|Romance,6.1,80000000,Ben Stiller|Teri Polo|Robert De Niro|Dustin Hoffman|Barbra Streisand,DreamWorks SKG|Universal Pictures|Everyman Pictures|Tribeca Productions,"2004""",516642939,Jay Roach
124,5/26/2004,0319262,The Day After Tomorrow,Action|Adventure|Science Fiction|Thriller,6.1,125000000,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,Lions Gate Films|Twentieth Century Fox Film Corporation|Centropolis Entertainment|Mark Gordon Productions|Mel's Cite du Cinema,"2004""",544272402,Roland Emmerich
170,12/25/2004,0338751,The Aviator,Drama,6.7,116000000,Leonardo DiCaprio|Cate Blanchett|Kate Beckinsale|John C. Reilly|Alec Baldwin,Appian Way|Forward Pass|Cappa Productions|Warner Bros.|Initial Entertainment Group (IEG),"2004""",102000000,Martin Scorsese
120,8/4/2004,"
tt0369339",Collateral,Drama|Crime|Thriller,6.7,65000000,Tom Cruise|Jamie Foxx|Jada Pinkett Smith|Mark Ruffalo|Peter Berg,Paramount Pictures|DreamWorks SKG|Parkes/MacDonald Productions|Edge City,2004,217764291,Michael Mann
123,12/8/2004,0359013,Blade: Trinity,Science Fiction|Action|Horror|Thriller|Adventure,5.7,65000000,Wesley Snipes|Kris Kristofferson|Dominic Purcell|Jessica Biel|Ryan Reynolds,New Line Cinema|Amen Ra Films|Shawn Danielle Productions Ltd.|Imaginary Forces|Marvel Enterprises,"2004""",128905366,David S. Goyer
128,6/17/2004,0362227,The Terminal,Comedy|Drama,7.0,60000000,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna,DreamWorks SKG|Amblin Entertainment|Parkes/MacDonald Productions,"2004"";;;;;;
",219417255,Steven Spielberg
108,12/16/2004,0339291,Lemony Snicket's A Series of Unfortunate Events,Adventure|Fantasy|Comedy|Family,6.5,140000000,Jim Carrey|Meryl Streep|Jude Law|Emily Browning|Liam Aiken,Paramount Pictures|Scott Rudin Productions|Nickelodeon Movies|DreamWorks Pictures|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,"2004""",209073645,Brad Silberling
132,12/14/2004,0405159,Million Dollar Baby,Drama,7.6,30000000,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,Lakeshore Entertainment|Malpaso Productions|Epsilon Motion Pictures|Warner Bros.|Albert S. Ruddy Productions,"2004""",216763646,Clint Eastwood
80,6/10/2004,0356634,Garfield,Animation|Comedy|Family,5.2,50000000,Bill Murray|Breckin Meyer|Jennifer Love Hewitt|Stephen Tobolowsky|Evan Arnold,Twentieth Century Fox Film Corporation|Davis Entertainment,"2004""",200804534,Peter Hewitt
90,9/20/2004,0307453,Shark Tale,Animation|Action|Comedy|Family,5.8,75000000,Will Smith|Robert De Niro|RenГѓВ©e Zellweger|Jack Black|Angelina Jolie,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,"2004""",367275019,Bibo Bergeron|Vicky Jenson|Rob Letterman
107,9/17/2004,0346156,Sky Captain and the World of Tomorrow,Mystery|Action|Thriller|Science Fiction|Adventure,5.7,70000000,Jude Law|Gwyneth Paltrow|Giovanni Ribisi|Angelina Jolie|Bai Ling,Paramount Pictures|Natural Nylon Entertainment|Riff Raff Film Productions|Filmauro|Blue Flower Productions,"2004""",57958696,Kerry Conran
87,11/14/2004,0345950,The SpongeBob SquarePants Movie,Animation|Comedy|Family,6.6,30000000,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Carolyn Lawrence,Paramount Pictures|Nickelodeon Movies|Paramount Animation,"2004""",140161792,Stephen Hillenburg
112,5/28/2004,0375679,Crash,Drama,7.1,6500000,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeГѓВ±a|Jennifer Esposito,Blackfriars Bridge Films|Yari Film Group|Bob Yari Productions|ApolloProScreen Filmproduktion|Bull's Eye Entertainment,"2004""",98410061,Paul Haggis
94,7/9/2004,0357413,Anchorman: The Legend of Ron Burgundy,Comedy,6.7,26000000,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,Apatow Productions,"2004""",90574188,Adam McKay
98,4/13/2004,0337563,13 Going On 30,Comedy|Fantasy|Romance,6.1,37000000,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,Columbia Pictures|Revolution Studios|Thirteen Productions,"2004""",96455697,Gary Winick
96,4/9/2004,0327679,Ella Enchanted,Fantasy|Comedy|Family|Romance,5.7,31000000,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,Miramax Films,"2004""",27388767,Tommy O'Haver
108,4/9/2004,0265208,The Girl Next Door,Comedy,6.2,25000000,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Daybreak,"2004""",30411183,Luke Greenfield
106,10/17/2004,"
tt0308644",Finding Neverland,Drama,7.1,25000000,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,Miramax Films|Film Colony,2004,116766556,Marc Forster
95,7/10/2004,0356470,A Cinderella Story,Comedy,5.9,19000000,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,Gaylord Films|Warner Bros.|Dylan Sellers Productions|Clifford Werber Productions,"2004""",70067909,Mark Rosman
101,8/12/2004,0370263,AVP: Alien vs. Predator,Adventure|Science Fiction|Action,5.5,70000000,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,Impact Pictures|Studio Babelsberg|Twentieth Century Fox Film Corporation|Davis Entertainment|Stillking Films,"2004""",171183863,Paul W.S. Anderson
92,6/18/2004,0364725,DodgeBall: A True Underdog Story,Comedy,6.2,20000000,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,Twentieth Century Fox Film Corporation|Red Hour Films|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,"2004""",167722310,Rawson Marshall Thurber
84,11/9/2004,0414852,Banlieue 13,Action|Thriller|Science Fiction,6.5,12000000,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,Canal Plus|TF1 Films Production|EuropaCorp,"2004""",9584131,Pierre Morel
175,11/21/2004,0346491,Alexander,War|History|Action|Adventure|Drama,5.6,155000000,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,France 3 CinГѓВ©ma|Intermedia Films|PathГѓВ© Renn Productions|Egmond Film & Television|Warner Bros.,"2004""",167298192,Oliver Stone
88,5/30/2004,0366551,Harold & Kumar Go to White Castle,Comedy|Adventure,6.4,9000000,John Cho|Kal Penn|Paula GarcГѓВ©s|Neil Patrick Harris|David Krumholtz,New Line Cinema,"2004""",23936908,Danny Leiner
127,6/25/2004,0316654,Spider-Man 2,Action|Adventure|Fantasy,6.4,200000000,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,Laura Ziskin Productions|Columbia Pictures Corporation|Marvel Enterprises,"2004""",783766341,Sam Raimi
93,2/20/2004,0356150,EuroTrip,Comedy,6.4,25000000,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,DreamWorks SKG|The Montecito Picture Company|Blue Sea Productions,"2004""",20796847,Jeff Schaffer
146,4/23/2004,0328107,Man on Fire,Action|Drama|Thriller|Crime,7.3,70000000,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Scott Free Productions|New Regency Pictures,"2004""",130293714,Tony Scott
90,1/16/2004,0343135,Along Came Polly,Comedy|Romance,5.7,42000000,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,Universal Pictures|Jersey Films|Loofah Productions,"2004""",171963386,John Hamburg
104,12/1/2004,0376541,Closer,Drama|Romance,6.6,27000000,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Columbia Pictures,"2004""",115505027,Mike Nichols
124,4/15/2004,0330793,The Punisher,Action|Crime|Drama,6.0,33000000,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,Lions Gate Films|VIP 3 Medienfonds|Valhalla Motion Pictures|Marvel Enterprises|VIP 2 Medienfonds,"2004""",54700105,Jonathan Hensleigh
104,7/22/2004,0327554,Catwoman,Action|Crime,4.3,100000000,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,Village Roadshow Pictures|DiNovi Pictures|Warner Bros.|Frantic Films|Maple Shade Films,"2004""",82102379,Pitof
101,3/19/2004,0363547,Dawn of the Dead,Fantasy|Horror|Action,6.7,28000000,Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell,New Amsterdam Entertainment|Strike Entertainment|Metropolitan Filmexport|Toho-Towa|Cruel and Unusual Films,"2004""",102356381,Zack Snyder
126,7/7/2004,0349683,King Arthur,Adventure|War|History,6.1,120000000,Clive Owen|Ioan Gruffudd|Keira Knightley|Mads Mikkelsen|Joel Edgerton,Jerry Bruckheimer Films|World 2000 Entertainment|Touchstone Pictures|Green Hills Productions,"2004""",203567857,Antoine Fuqua
119,6/11/2004,0296572,The Chronicles of Riddick,Adventure|Action|Thriller|Science Fiction,6.2,105000000,Vin Diesel|Christina Cox|Colm Feore|Karl Urban|Judi Dench,Universal Pictures|One Race Productions|Primal Foe Productions|Radar Pictures,"2004""",115772733,David Twohy
